manner_of_death,armed,age,gender,race,city,state,flee,body_camera,arms_category,year
shot,gun,35,M,White,Shawnee National Forest,IL,Foot,FALSE,Guns,2016
shot,gun,23,M,Black,Riverdale,GA,Foot,FALSE,Guns,2016
shot,ax,36,M,White,Siskiyou County,CA,Not fleeing,FALSE,Blunt instruments,2016
shot,knife,46,M,White,New York,NY,Not fleeing,FALSE,Sharp objects,2016
shot,gun,44,M,White,Sullivan,MO,Other,FALSE,Guns,2016
shot,gun,20,M,Hispanic,Phoenix,AZ,Not fleeing,FALSE,Guns,2016
shot,unarmed,30,M,Hispanic,Las Vegas,NV,Not fleeing,FALSE,Unarmed,2016
shot,unarmed,29,F,Black,San Francisco,CA,Car,FALSE,Unarmed,2016
shot,knife,35,M,Hispanic,Citrus Heights,CA,Not fleeing,TRUE,Sharp objects,2016
shot,gun,36,M,White,Fisty,KY,Not fleeing,FALSE,Guns,2016
shot,gun,22,M,Black,Miami,FL,Not fleeing,FALSE,Guns,2016
shot,knife,31,M,Black,Omaha,NE,Foot,TRUE,Sharp objects,2016
shot,gun,63,M,White,Chesterfield County,SC,Not fleeing,FALSE,Guns,2016
shot,unarmed,38,M,White,Oregon City,OR,Not fleeing,FALSE,Unarmed,2016
shot,gun,31,M,Native,Flagstaff,AZ,Not fleeing,TRUE,Guns,2016
shot,unarmed,27,M,Black,Hallandale Beach,FL,Car,TRUE,Unarmed,2016
shot,gun,35,M,Hispanic,Oxford,MA,Not fleeing,FALSE,Guns,2016
shot,unarmed,22,M,Black,Jacksonville,FL,Car,FALSE,Unarmed,2016
shot,gun,28,M,White,Boulder,CO,Not fleeing,FALSE,Guns,2016
shot,gun,26,M,Native,Flagstaff,AZ,Foot,TRUE,Guns,2016
shot,knife,22,M,White,Gresham,OR,Not fleeing,FALSE,Sharp objects,2016
shot,gun,31,M,Hispanic,Albuquerque,NM,Not fleeing,FALSE,Guns,2016
shot,knife,43,M,White,Oklahoma City,OK,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,24,M,Black,Miami Gardens,FL,Car,FALSE,Unknown,2016
shot,gun,29,M,White,St. Paul,MN,Not fleeing,FALSE,Guns,2016
shot,gun,43,M,White,Lansing,IL,Foot,FALSE,Guns,2016
shot,unknown,21,M,Black,Washington Park,IL,Foot,FALSE,Unknown,2016
shot,gun,19,M,Hispanic,Solvang,CA,Car,FALSE,Guns,2016
shot,gun,25,M,Hispanic,Socorro,NM,Car,FALSE,Guns,2016
shot,gun,59,M,White,Indianapolis,IN,Not fleeing,FALSE,Guns,2016
shot,gun,50,M,Black,Eastaboga,AL,Not fleeing,FALSE,Guns,2016
shot,gun,58,M,White,Albuquerque,NM,Not fleeing,TRUE,Guns,2016
shot,gun,25,M,Hispanic,Houston,TX,Not fleeing,FALSE,Guns,2016
shot,knife,32,M,White,Deland,FL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,53,M,White,Clinton,NC,Not fleeing,TRUE,Guns,2016
shot and Tasered,unarmed,38,M,White,Stoneville,NC,Car,FALSE,Unarmed,2016
shot,gun,70,M,White,Tualatin,OR,Not fleeing,FALSE,Guns,2016
shot,gun,33,M,Black,Tucson,AZ,Not fleeing,FALSE,Guns,2016
shot,knife,36,M,White,Bend,OR,Not fleeing,FALSE,Sharp objects,2016
shot,gun,21,M,Black,Newnan,GA,Foot,TRUE,Guns,2016
shot,gun,51,M,White,Berea,KY,Foot,FALSE,Guns,2016
shot,knife,43,M,Black,Norfolk,VA,Not fleeing,TRUE,Sharp objects,2016
shot,gun,18,M,Black,Charlotte,NC,Not fleeing,TRUE,Guns,2016
shot,knife,33,M,White,Wasilla,AK,Not fleeing,FALSE,Sharp objects,2016
shot,knife,34,M,Native,Parker,AZ,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,31,M,White,Yreka,CA,Not fleeing,FALSE,Unknown,2016
shot,gun,35,M,Black,Eufaula,AL,Other,TRUE,Guns,2016
shot,knife,31,M,White,Muncie,IN,Not fleeing,TRUE,Sharp objects,2016
shot,gun,31,M,White,Cape Coral,FL,Car,FALSE,Guns,2016
shot,gun,23,M,Black,Columbus,OH,Not fleeing,FALSE,Guns,2016
shot,knife,25,M,Other,Hilo,HI,Not fleeing,FALSE,Sharp objects,2016
shot,unarmed,25,M,White,Wagoner,OK,Car,TRUE,Unarmed,2016
shot,vehicle,21,M,Hispanic,Turlock,CA,Not fleeing,FALSE,Vehicles,2016
shot,gun,49,M,Black,Norman,VA,Not fleeing,FALSE,Guns,2016
shot,gun,63,M,White,Stockbridge,GA,Not fleeing,FALSE,Guns,2016
shot,gun,43,M,Hispanic,Kansas City,MO,Not fleeing,FALSE,Guns,2016
shot,gun,34,M,White,Birmingham,AL,Car,FALSE,Guns,2016
shot,gun,38,M,White,York,PA,Other,FALSE,Guns,2016
shot,gun,52,M,Black,Port Arthur,TX,Foot,FALSE,Guns,2016
shot,gun,68,M,White,Ishpeming Township,MI,Not fleeing,TRUE,Guns,2016
shot,baseball bat,29,M,White,Iredell County,NC,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,32,M,Hispanic,Pueblo,CO,Foot,FALSE,Guns,2016
shot,gun,50,M,Hispanic,Yakima,WA,Not fleeing,TRUE,Guns,2016
shot,gun,31,M,Black,Los Angeles,CA,Not fleeing,FALSE,Guns,2016
shot,gun,27,M,Black,Tupelo,MS,Car,FALSE,Guns,2016
shot,spear,31,M,Hispanic,Maywood,CA,Not fleeing,FALSE,Piercing objects,2016
shot,gun,29,M,Other,Orlando,FL,Not fleeing,TRUE,Guns,2016
shot,knife,23,M,White,Eagle Mountain,UT,Not fleeing,FALSE,Sharp objects,2016
shot,gun,61,M,Black,Hiseville,KY,Car,FALSE,Guns,2016
shot,gun,33,M,White,Schenectady,NY,Not fleeing,FALSE,Guns,2016
shot,gun,18,M,Black,Mobile,AL,Not fleeing,FALSE,Guns,2016
shot,gun,80,M,Hispanic,Tiverton,RI,Car,FALSE,Guns,2016
shot,unknown,43,M,White,Vancouver,WA,Car,FALSE,Unknown,2016
shot,unknown,50,M,Hispanic,Boise,ID,Car,TRUE,Unknown,2016
shot,gun,47,M,White,Odessa,MO,Not fleeing,FALSE,Guns,2016
shot,gun,54,M,Other,Amarillo,TX,Not fleeing,FALSE,Guns,2016
shot,unknown,22,M,Hispanic,Chula Vista,CA,Not fleeing,FALSE,Unknown,2016
shot,unknown,43,M,White,Tulsa,OK,Car,FALSE,Unknown,2016
shot,gun,38,M,White,Pembine,WI,Car,FALSE,Guns,2016
shot,gun,36,M,White,Butte,MT,Not fleeing,TRUE,Guns,2016
shot,unknown,30,M,Hispanic,Westminster,CO,Car,FALSE,Unknown,2016
shot,gun,59,M,White,Montpelier,OH,Not fleeing,FALSE,Guns,2016
shot,gun,21,M,Hispanic,Albuquerque,NM,Car,FALSE,Guns,2016
shot,toy weapon,34,M,White,Huntsville,AL,Not fleeing,TRUE,Other unusual objects,2016
shot,unknown,17,M,White,Carmichael,CA,Car,FALSE,Unknown,2016
shot,unarmed,37,M,Black,Tupelo,MS,Foot,FALSE,Unarmed,2016
shot,gun,25,M,Black,New York,NY,Not fleeing,FALSE,Guns,2016
shot,gun,23,M,Black,Hardeeville,SC,Not fleeing,FALSE,Guns,2016
shot and Tasered,knife,20,M,White,Lake Havasu City,AZ,Not fleeing,TRUE,Sharp objects,2016
shot,toy weapon,19,M,White,Peterborough,NH,Car,FALSE,Other unusual objects,2016
shot,gun,50,M,White,Casper,WY,Not fleeing,FALSE,Guns,2016
shot,chair,24,M,Hispanic,Lawndale,NC,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,25,M,White,Colorado Springs,CO,Not fleeing,FALSE,Guns,2016
shot,unknown,20,M,Black,Birmingham,AL,Car,FALSE,Unknown,2016
shot,knife,37,M,White,Wellington,FL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,44,M,Black,Walls,MS,Foot,FALSE,Guns,2016
shot,unarmed,22,M,Black,Atlanta,GA,Other,FALSE,Unarmed,2016
shot,gun,31,M,White,Bellville,TX,Not fleeing,TRUE,Guns,2016
shot,gun,25,M,Black,Wauwatosa,WI,Not fleeing,TRUE,Guns,2016
shot,gun,37.1179309,M,Black,Belleville,IL,Foot,FALSE,Guns,2016
shot,gun,36,M,Black,Paterson,NJ,Not fleeing,FALSE,Guns,2016
shot,gun,50,M,White,Farmington,AR,Not fleeing,FALSE,Guns,2016
shot,gun,42,F,White,Fulshear,TX,Not fleeing,FALSE,Guns,2016
shot,gun,42,M,Hispanic,Oklahoma City,OK,Other,FALSE,Guns,2016
shot,gun,26,M,Hispanic,Riverview,FL,Not fleeing,FALSE,Guns,2016
shot,unarmed,19,M,White,Fresno,CA,Car,TRUE,Unarmed,2016
shot,gun,59,M,White,Pinellas Park,FL,Not fleeing,FALSE,Guns,2016
shot and Tasered,unarmed,36,M,Hispanic,Gainesville,GA,Other,FALSE,Unarmed,2016
shot,baseball bat,51,M,White,Columbia Township,MI,Not fleeing,FALSE,Blunt instruments,2016
shot,knife,27,M,Hispanic,Thomaston,CT,Not fleeing,FALSE,Sharp objects,2016
shot,gun,22,M,Black,Lincoln,NE,Foot,FALSE,Guns,2016
shot,gun,30,M,Black,Dolton,IL,Not fleeing,FALSE,Guns,2016
shot,toy weapon,28,M,White,Boone,IA,Not fleeing,FALSE,Other unusual objects,2016
shot,toy weapon,63,M,Black,Washington,DC,Not fleeing,TRUE,Other unusual objects,2016
shot,gun,32,M,White,Cochran,GA,Not fleeing,FALSE,Guns,2016
shot,gun,26,M,White,Laguna Pueblo,NM,Not fleeing,FALSE,Guns,2016
shot,toy weapon,25,M,White,Frederica,DE,Car,FALSE,Other unusual objects,2016
shot,knife,27,M,Asian,Long Beach,CA,Foot,FALSE,Sharp objects,2016
shot,knife,61,M,Asian,Honolulu,HI,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,30,M,White,Barbourville,KY,Not fleeing,FALSE,Unknown,2016
shot,gun,37.1179309,M,Black,Ouachita Parish,LA,Not fleeing,FALSE,Guns,2016
shot,gun,37,M,Black,Fort Madison,IA,Foot,FALSE,Guns,2016
shot,pitchfork,41,M,White,Madison,WI,Not fleeing,FALSE,Piercing objects,2016
shot,gun,25,M,Black,Columbus,OH,Other,FALSE,Guns,2016
shot,gun,24,M,White,Park County,CO,Not fleeing,FALSE,Guns,2016
shot,unknown,44,M,Hispanic,Douglas,WY,Not fleeing,FALSE,Unknown,2016
shot,gun,63,M,White,Landrum,SC,Not fleeing,TRUE,Guns,2016
shot,knife,58,M,White,Jackson,WI,Not fleeing,FALSE,Sharp objects,2016
shot and Tasered,gun,30,M,White,Cartersville,GA,Not fleeing,FALSE,Guns,2016
shot,gun,35,M,Black,Asheville,NC,Car,FALSE,Guns,2016
shot,gun,50,M,White,Bristol,TN,Not fleeing,FALSE,Guns,2016
shot,knife,40,M,White,New Iberia,LA,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,37.1179309,M,Hispanic,Reno,NV,Car,FALSE,Unknown,2016
shot,unknown,19,M,Hispanic,Fullerton,CA,Car,FALSE,Unknown,2016
shot,gun,34,M,White,North Charleston,SC,Not fleeing,TRUE,Guns,2016
shot,gun,18,M,Hispanic,San Jose,CA,Not fleeing,FALSE,Guns,2016
shot,gun,21,M,Black,Washington,DC,Not fleeing,FALSE,Guns,2016
shot,unknown,29,M,White,Salem,OR,Other,FALSE,Unknown,2016
shot,unknown,49,M,White,Temecula,CA,Car,FALSE,Unknown,2016
shot,knife,24,F,Hispanic,Yuma,AZ,Not fleeing,FALSE,Sharp objects,2016
shot and Tasered,unknown,37,M,Black,Baton Rouge,LA,Not fleeing,TRUE,Unknown,2016
shot,gun,32,M,Black,Falcon Heights,MN,Not fleeing,TRUE,Guns,2016
shot,gun,65,M,White,Rush Springs,OK,Not fleeing,TRUE,Guns,2016
shot,knife,37,M,Hispanic,Bell,CA,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,33,M,White,Clovis,CA,Car,FALSE,Unknown,2016
shot,gun,63,M,Black,Selma,AL,Not fleeing,TRUE,Guns,2016
shot,knife,30,M,White,Tucson,AZ,Not fleeing,FALSE,Sharp objects,2016
shot,gun,40,M,Black,Broken Bow,OK,Car,FALSE,Guns,2016
shot,gun,38,M,Black,Houston,TX,Not fleeing,TRUE,Guns,2016
shot,knife,50,M,Black,Sacramento,CA,Not fleeing,TRUE,Sharp objects,2016
shot,gun,41,M,Black,East St. Louis,IL,Not fleeing,FALSE,Guns,2016
shot,gun,41,M,Hispanic,Romulus,MI,Not fleeing,FALSE,Guns,2016
shot,gun,39,M,Black,New York,NY,Foot,FALSE,Guns,2016
shot,gun,44,M,White,St. Joseph,MI,Not fleeing,FALSE,Guns,2016
shot,hatchet,23,M,White,Anchorage,AK,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,32,M,White,Flagstaff,AZ,Foot,TRUE,Guns,2016
shot,toy weapon,56,M,White,Middletown,NY,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,33,M,Black,Baltimore,MD,Not fleeing,FALSE,Guns,2016
shot,gun,63,M,White,Peachland,NC,Not fleeing,FALSE,Guns,2016
shot,gun,31,M,White,Lake Asbury,FL,Not fleeing,FALSE,Guns,2016
shot,gun,57,M,White,Little Egg Harbor Township,NJ,Foot,FALSE,Guns,2016
shot and Tasered,gun,26,M,White,San Bernardino,CA,Other,FALSE,Guns,2016
shot,gun,39,M,White,Sheboygan,WI,Not fleeing,FALSE,Guns,2016
shot,gun,42,M,Black,New York,NY,Not fleeing,FALSE,Guns,2016
shot,gun,29,M,Black,Baton Rouge,LA,Not fleeing,FALSE,Guns,2016
shot and Tasered,screwdriver,43,M,White,Tulsa,OK,Not fleeing,FALSE,Piercing objects,2016
shot,ax,56,M,White,Tulsa,OK,Not fleeing,FALSE,Blunt instruments,2016
shot,knife,31,M,Hispanic,Santa Maria,CA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,50,M,Black,Chicago,IL,Not fleeing,FALSE,Guns,2016
shot,gun,36,M,Other,Hilo,HI,Not fleeing,FALSE,Guns,2016
shot,gun,50,M,White,Buckhannon,WV,Other,FALSE,Guns,2016
shot,knife,49,M,Black,Milwaukee,WI,Not fleeing,TRUE,Sharp objects,2016
shot,gun,31,M,Black,Chino,CA,Foot,FALSE,Guns,2016
shot,gun,34,M,Hispanic,San Antonio,TX,Not fleeing,FALSE,Guns,2016
shot,hatchet and gun,36,M,White,Winchester,CA,Not fleeing,FALSE,Multiple,2016
shot,knife,29,M,Native,Gallup,NM,Not fleeing,FALSE,Sharp objects,2016
shot,gun,32,M,Black,Indianapolis,IN,Car,FALSE,Guns,2016
shot,gun,18,M,Black,Los Angeles,CA,Foot,FALSE,Guns,2016
shot,gun,50,M,White,Pine River,WI,Car,FALSE,Guns,2016
shot,gun,36,M,Hispanic,Artesia,NM,Other,FALSE,Guns,2016
shot,gun,17,M,Black,Metairie,LA,Foot,FALSE,Guns,2016
shot,unarmed,19,M,Black,Tempe,AZ,Foot,FALSE,Unarmed,2016
shot,knife,24,M,White,Scottsdale,AZ,Foot,TRUE,Sharp objects,2016
shot,knife,24,M,Hispanic,San Bernardino,CA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,20,M,White,Malta,MT,Not fleeing,FALSE,Sharp objects,2016
shot,knife,33,M,White,Estill Springs,TN,Foot,TRUE,Sharp objects,2016
shot,unknown,41,M,Hispanic,Sparks,NV,Not fleeing,FALSE,Unknown,2016
shot,unknown,47,M,Black,La Quinta,CA,Car,FALSE,Unknown,2016
shot,unknown,18,M,Black,Chicago,IL,Car,TRUE,Unknown,2016
shot,gun,31,M,Hispanic,Tucson,AZ,Other,FALSE,Guns,2016
shot,unarmed,27,M,Black,Compton,CA,Other,FALSE,Unarmed,2016
shot,unknown,36,M,Hispanic,City Terrace,CA,Car,TRUE,Unknown,2016
shot,gun,40,F,White,Homewood,AL,Not fleeing,FALSE,Guns,2016
shot,gun,59,M,White,Pleasant Hill,NC,Not fleeing,FALSE,Guns,2016
shot,rock,32,M,White,Phelps,KY,Foot,FALSE,Blunt instruments,2016
shot,unknown,38,M,Hispanic,Wapato,WA,Not fleeing,FALSE,Unknown,2016
shot,knife,18,M,Asian,Manchester,NJ,Not fleeing,TRUE,Sharp objects,2016
shot,gun,23,F,Black,Randallstown,MD,Not fleeing,FALSE,Guns,2016
shot,unknown,43,M,White,Edmund,SC,Car,FALSE,Unknown,2016
shot,gun,67,M,White,Stafford,VA,Not fleeing,FALSE,Guns,2016
shot,unknown,32,M,White,Santa Ana,CA,Not fleeing,FALSE,Unknown,2016
shot,gun,22,M,White,Lake City,SC,Car,FALSE,Guns,2016
shot,knife,31,M,White,Alexandria,MN,Not fleeing,FALSE,Sharp objects,2016
shot,gun,43,M,Black,Palm Bay,FL,Not fleeing,FALSE,Guns,2016
shot,gun,34,M,White,Hammett,ID,Car,FALSE,Guns,2016
shot,unknown,51,M,White,Castaic,CA,Foot,FALSE,Unknown,2016
shot,gun,31,M,White,Clearfield,UT,Foot,FALSE,Guns,2016
shot,knife,54,M,White,Detroit,MI,Not fleeing,FALSE,Sharp objects,2016
shot,gun,69,M,White,Scott County,VA,Car,FALSE,Guns,2016
shot,knife,58,M,White,Aldie,VA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,26,M,Black,East Point,GA,Not fleeing,FALSE,Guns,2016
shot,gun,59,M,White,Beaver Dam,WI,Not fleeing,FALSE,Guns,2016
shot,knife,25,M,Black,Cincinnati,OH,Not fleeing,FALSE,Sharp objects,2016
shot,knife,20,M,Black,Harrisburg,PA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,57,M,Black,Louisville,KY,Not fleeing,TRUE,Sharp objects,2016
shot,gun,56,M,White,Citrus Heights,CA,Not fleeing,FALSE,Guns,2016
shot,gun,64,M,White,Wilkesboro,NC,Not fleeing,FALSE,Guns,2016
shot,gun,34,M,Hispanic,Georgetown,KY,Other,FALSE,Guns,2016
shot,gun,69,M,White,Little Mountain,SC,Not fleeing,FALSE,Guns,2016
shot,gun,45,M,White,Circleville,OH,Not fleeing,FALSE,Guns,2016
shot,gun,14,M,Hispanic,Los Angeles,CA,Foot,TRUE,Guns,2016
shot,unknown,44,M,White,Piedmont,SC,Not fleeing,FALSE,Unknown,2016
shot,gun,59,M,White,Tukwila,WA,Not fleeing,FALSE,Guns,2016
shot,knife,33,M,Hispanic,Vista,CA,Other,FALSE,Sharp objects,2016
shot,gun,54,M,White,Plaquemine,LA,Not fleeing,FALSE,Guns,2016
shot,unknown,22,M,Hispanic,Mesa,AZ,Car,FALSE,Unknown,2016
shot and Tasered,hammer,49,M,White,Tahlequah,OK,Not fleeing,TRUE,Blunt instruments,2016
shot,gun,23,M,Black,Milwaukee,WI,Foot,TRUE,Guns,2016
shot,knife,38,M,Hispanic,Phoenix,AZ,Not fleeing,FALSE,Sharp objects,2016
shot,gun,53,M,White,Lakewood,CO,Not fleeing,FALSE,Guns,2016
shot,unknown,36,M,Hispanic,Hayward,CA,Car,FALSE,Unknown,2016
shot,metal pole,29,M,Hispanic,Falls Church,VA,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,42,M,White,Counce,TN,Other,FALSE,Guns,2016
shot,gun,36,M,White,Rome,OH,Car,FALSE,Guns,2016
shot,gun,32,M,White,Lenoir,NC,Foot,TRUE,Guns,2016
shot,toy weapon,53,M,White,Apache Junction,AZ,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,30,M,Black,Stockton,CA,Foot,TRUE,Guns,2016
shot,unarmed,25,M,Hispanic,Tucson,AZ,Not fleeing,FALSE,Unarmed,2016
shot,gun,18,M,Black,Los Angeles,CA,Foot,FALSE,Guns,2016
shot,gun,55,M,White,Augusta,WV,Not fleeing,FALSE,Guns,2016
shot,piece of wood,27,M,Black,Kelso,WA,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,37,M,Hispanic,Bakersfield,CA,Car,FALSE,Guns,2016
shot,unarmed,29,M,White,Charlotte,NC,Car,TRUE,Unarmed,2016
shot,knife,40,M,White,Antelope,CA,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,36,M,White,Hays,KS,Car,FALSE,Unknown,2016
shot,gun,38,M,White,Poway,CA,Car,FALSE,Guns,2016
shot,gun,29,M,White,Ruidoso,NM,Not fleeing,FALSE,Guns,2016
shot,gun,59,M,White,McKinneyville,CA,Not fleeing,FALSE,Guns,2016
shot,bayonet,47,M,Hispanic,East Hollywood,CA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,22,M,Hispanic,Phoenix,AZ,Not fleeing,FALSE,Guns,2016
shot,toy weapon,31,M,White,New London,WI,Not fleeing,TRUE,Other unusual objects,2016
shot,unknown,29,M,White,Reno,NV,Car,FALSE,Unknown,2016
shot,knife,54,M,White,East Ridge,TN,Not fleeing,FALSE,Sharp objects,2016
shot,knife,71,M,Hispanic,Indio,CA,Not fleeing,TRUE,Sharp objects,2016
shot,knife,36,M,Hispanic,Las Cruces,NM,Not fleeing,TRUE,Sharp objects,2016
shot,knife,34,M,Black,Hamilton,OH,Not fleeing,FALSE,Sharp objects,2016
shot,gun,49,M,White,Myra,TX,Car,FALSE,Guns,2016
shot,gun,36,M,Hispanic,Oak Cliff,TX,Foot,FALSE,Guns,2016
shot,gun,43,M,White,Orlando,FL,Not fleeing,FALSE,Guns,2016
shot,gun,53,M,White,Shelbyville,TN,Not fleeing,FALSE,Guns,2016
shot,gun,31,M,Black,Compton,CA,Foot,FALSE,Guns,2016
shot,unknown,32,M,Hispanic,Compton,CA,Not fleeing,FALSE,Unknown,2016
shot,gun,41,M,White,Las Vegas,NV,Foot,FALSE,Guns,2016
shot,toy weapon,26,M,Hispanic,Phoenix,AZ,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,82,M,White,Morgantown,WV,Not fleeing,TRUE,Guns,2016
shot,gun,37,M,White,Eagan,MN,Not fleeing,FALSE,Guns,2016
shot,gun,24,M,Black,Raleigh,NC,Foot,FALSE,Guns,2016
shot,gun,35,F,White,Kingman,AZ,Not fleeing,FALSE,Guns,2016
shot and Tasered,knife,56,M,White,San Bernardino,CA,Not fleeing,FALSE,Sharp objects,2016
shot,unarmed,22,M,Black,Tampa,FL,Not fleeing,FALSE,Unarmed,2016
shot,gun,59,M,White,Harker Heights,TX,Other,FALSE,Guns,2016
shot and Tasered,knife,36,M,White,Weatherford,TX,Not fleeing,FALSE,Sharp objects,2016
shot,gun,21,M,White,Denver,CO,Foot,FALSE,Guns,2016
shot,unknown,38,M,White,McDowell,MO,Car,FALSE,Unknown,2016
shot,unknown,60,M,White,Sylvania Township,OH,Not fleeing,FALSE,Unknown,2016
shot,gun,18,M,White,Wichita,KS,Car,TRUE,Guns,2016
shot,gun,23,M,Hispanic,Florence,CA,Foot,FALSE,Guns,2016
shot and Tasered,pipe,37.1179309,M,Hispanic,Huntington Park,CA,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,38,M,Hispanic,Alamogordo,NM,Foot,TRUE,Guns,2016
shot,glass shard,22,M,White,Round Lake,IL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,38,M,Black,St. Louis,MO,Other,FALSE,Guns,2016
shot,unknown,25,M,Black,Atlantic City,NJ,Foot,FALSE,Unknown,2016
shot,unknown,25,M,White,East Wenatchee,WA,Not fleeing,FALSE,Unknown,2016
shot,gun,36,M,White,Metropolis,IL,Other,FALSE,Guns,2016
shot,knife,37.1179309,M,Hispanic,Long Beach,CA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,44,M,Hispanic,Grand Junction,CO,Not fleeing,FALSE,Sharp objects,2016
shot,gun,36,M,Black,Ellis County,TX,Car,FALSE,Guns,2016
shot,gun,35,M,Hispanic,Austin,TX,Not fleeing,FALSE,Guns,2016
shot,vehicle,25,M,White,Omaha,NE,Other,FALSE,Vehicles,2016
shot,gun,31,M,Hispanic,Phoenix,AZ,Car,FALSE,Guns,2016
shot,gun,70,M,White,Gray,TN,Not fleeing,TRUE,Guns,2016
shot,sword,25,M,White,Phoenix,AZ,Not fleeing,FALSE,Sharp objects,2016
shot,knife,55,M,Black,Albany,GA,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,35,M,White,Titusville,FL,Not fleeing,FALSE,Unknown,2016
shot,gun,25,M,Black,Wyoming,MI,Not fleeing,FALSE,Guns,2016
shot,gun,32,M,White,Lakeland,FL,Not fleeing,FALSE,Guns,2016
shot,toy weapon,38,M,Hispanic,Delhi,CA,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,32,M,Hispanic,Memphis,TN,Not fleeing,FALSE,Guns,2016
shot,unknown,64,M,White,Auburn,WA,Not fleeing,FALSE,Unknown,2016
shot,knife,55,M,Black,Pompano Beach,FL,Not fleeing,FALSE,Sharp objects,2016
shot,toy weapon,69,M,White,Montcalm,WV,Not fleeing,TRUE,Other unusual objects,2016
shot,gun,37,M,White,Boulder,CO,Not fleeing,TRUE,Guns,2016
shot,motorcycle,31,M,Black,Washington,DC,Other,FALSE,Vehicles,2016
shot,knife,25,M,Black,Cedar Rapids,IA,Not fleeing,FALSE,Sharp objects,2016
shot,unarmed,25,M,Hispanic,Colton,CA,Car,FALSE,Unarmed,2016
shot,toy weapon,13,M,Black,Columbus,OH,Foot,FALSE,Other unusual objects,2016
shot,gun,32,M,Hispanic,Phoenix,AZ,Other,FALSE,Guns,2016
shot,gun,69,M,White,Weeki Wachi,FL,Not fleeing,FALSE,Guns,2016
shot and Tasered,gun,34,M,White,Austin,TX,Foot,FALSE,Guns,2016
shot,unarmed,29,M,Native,Winooski,VT,Foot,TRUE,Unarmed,2016
shot,knife,29,M,White,Owensboro,KY,Not fleeing,FALSE,Sharp objects,2016
shot and Tasered,unarmed,40,M,Black,Tulsa,OK,Not fleeing,FALSE,Unarmed,2016
shot,hatchet,42,M,White,Beaumont,CA,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,25,M,Black,Philadelphia,PA,Foot,FALSE,Guns,2016
shot,toy weapon,45,M,White,Huntsville,AL,Other,TRUE,Other unusual objects,2016
shot,gun,55,M,White,Rutherfordton,NC,Not fleeing,FALSE,Guns,2016
shot,knife,22,M,Other,St. Cloud,MN,Not fleeing,FALSE,Sharp objects,2016
shot,gun,61,M,Black,Akron,OH,Not fleeing,FALSE,Guns,2016
shot,gun,46,F,White,Spring,TX,Not fleeing,TRUE,Guns,2016
shot,unknown,30,M,White,Logan Canyon,UT,Not fleeing,FALSE,Unknown,2016
shot,gun,56,M,White,Wood County,TX,Not fleeing,FALSE,Guns,2016
shot,gun,35,M,White,Decatur County,TN,Car,TRUE,Guns,2016
shot,gun,22,M,White,Port St. Lucie,FL,Not fleeing,FALSE,Guns,2016
shot,unknown,23,M,White,Mashantucket,CT,Not fleeing,FALSE,Unknown,2016
shot,gun,43,M,Black,Charlotte,NC,Not fleeing,TRUE,Guns,2016
shot,gun,43,M,White,Nashville,TN,Not fleeing,FALSE,Guns,2016
shot,gun,49,M,White,Westminster,CO,Foot,FALSE,Guns,2016
shot,unarmed,23,M,White,Louisville,NE,Not fleeing,FALSE,Unarmed,2016
shot,unknown,41,M,White,Fair Oaks,CA,Foot,FALSE,Unknown,2016
shot,unknown,33,M,Black,Pikesville,MD,Not fleeing,TRUE,Unknown,2016
shot,gun,30,M,Hispanic,San Antonio,TX,Foot,FALSE,Guns,2016
shot,gun,25,M,White,Claremont,NH,Not fleeing,FALSE,Guns,2016
shot,gun,52,M,White,Garden City,ID,Other,FALSE,Guns,2016
shot,gun,32,M,White,Little Rock,AR,Not fleeing,FALSE,Guns,2016
shot,gun,46,M,White,Houston,TX,Not fleeing,TRUE,Guns,2016
shot,gun,48,M,White,Burnsville,MN,Not fleeing,TRUE,Guns,2016
